IDAtributoQuestionario;IDIndicadorEspecificoQuestionario;DSAtributoQuestionario;NOAtributoQuestionario;NRPeso
3203;708;Mais de 50% dos funcionários participaram de treinamento/capacitação.;N3;1,746619828
3204;708;Menos de 50% dos funcionários participaram de treinamento/capacitação.;N2;0,460290292
3205;708;Não participaram de treinamento/capacitação ou não foi atingido o mínimo de horas/pessoa.;N1;0
3207;709;A auditoria ambiental foi realizada até dois anos atrás.;N3;5,379711836
3208;709;A auditoria ambiental foi realizada há mais de dois anos atrás.;N2;1,417726452
3209;709;Nunca foi realizada auditoria ambiental.;N1;0
3210;710;Existe banco de dados com atualização mínima semestral.;N3;1,727190873
3211;710;Existe banco de dados, mas não há atualização mínima semestral.;N2;0,45517014
3212;710;Não existe banco de dados.;N1;0
3213;711;Atende todos os planos/programas listados abaixo.;N5;11,56238481
3214;711;Atende quatro dos planos/programas listados abaixo.;N4;6,661841377
3215;711;Atende três dos planos/programas listados abaixo.;N3;3,659140104
3216;711;Atende dois dos planos/programas listados abaixo.;N2;1,058967051
3217;711;Atende um dos planos/programas listados abaixo.;N1;0
3219;712;Nenhum acidente ambiental.;N5;3,870120688
3220;712;De um a três acidentes ambientais dentro do limite da área da instalação portuária.;N4;1,429044381
3221;712;Acima de três acidentes ambientais dentro do limite da área da instalação portuária.;N3;0,797217878
3222;712;De um a três acidentes ambientais além dos limites da área da instalação portuária.;N2;0,168073614
3223;712;Acima de três acidentes ambientais além dos limites da área da instalação portuária ou não é realizado o registro de acidentes.;N1;0
3224;713;Atende todas as opções listadas.;N5;6,362473903
3225;713;Atende três das opções listadas.;N4;3,665834739
3226;713;Atende duas das opções listadas.;N3;2,013527814
3227;713;Atende uma das opções listadas.;N2;0,5827215
3228;713;Não há retirada de resíduos dos navios na instalação portuária.;N1;0
3230;714;Atende todas as ações listadas.;N5;3,181236951
3231;714;Atende três das ações listadas.;N4;1,832917369
3232;714;Atende duas das ações listadas.;N3;1,006763907
3233;714;Atende uma das ações listadas.;N2;0,29136075
3234;714;Não atende nenhuma das ações listadas.;N1;0
3237;715;Atende todas as opções listadas.;N3;1,503026407
3238;715;Atende duas das opções listadas.;"N2 ";0
3239;715;Não atende qualquer das opções listadas.;N1;0
3240;716;Sim, utilizada em atividades operacionais e administrativas.;N3;0,449711874
3241;716;Sim, utilizada somente em atividades administrativas.;N2;0,163638656
3242;716;Não há geração de energia limpa e renovável pela instalação portuária.;N1;0
3243;717;Dispõe de sistema OPS.;N3;0,1794076
3244;717;Realizou estudo de viabilidade para implantação de um sistema OPS.;N2;0,074078302
3245;717;Não possui sistema OPS.;N1;0
3247;718;"Atende todas as opções listadas. ";N5;5,970455341
3248;718;Atende três das opções listadas.;N4;3,074312935
3249;718;Atende duas das opções listadas.;N3;1,406354312
3250;718;Atende uma das opções listadas.;N2;0,490177546
3251;718;Não atende nenhuma das opções listadas.;N1;0
3252;719;Mais de 22 dos itens listados.;N5;0,300511017
3253;719;De 18 a 22 dos itens listados.;N4;0,203819368
3254;719;De 12 a 17 dos itens listados.;N3;0,089028353
3255;719;De 7 a 11 dos itens listados.;N2;0,028168428
3256;719;Até 6 dos itens listados.;N1;0
3257;720;Há agenda ambiental local e há ações de implantação.;N3;1,472197306
3258;720;Há agenda ambiental local, mas não há ações de implantação.;N2;0,196653168
3259;720;Não foi elaborada agenda ambiental local.;N1;0
3260;721;Há agenda ambiental institucional e há ações de implantação.;N3;0,790989479
3261;721;Há agenda ambiental institucional, mas não há ações de implantação.;N2;0,105658791
3262;721;Não foi elaborada agenda ambiental institucional.;N1;0
3263;722;A instalação portuária possui duas ou mais certificações voluntárias.;N5;0,559314025
3264;722;A instalação portuária possui uma certificação voluntária.;N4;0,213933629
3265;722;Há certificação voluntária em processo de desenvolvimento.;N3;0,059517182
3266;722;Há planejamento formal para requisição de certificação voluntária.;N2;0,02307696
3267;722;Não atende a nenhuma das opções acima.;N1;0
3270;723;A Autoridade Portuária apresenta planilha(s) com informações atuais sobre a situação das empresas (terminais arrendados e/ou operadores avulsos) quanto a todas as opções listadas.;N5;3,789571309
3271;723;A Autoridade Portuária apresenta planilha(s) com informações sobre cinco das opções listadas.;N4;2,008619634
3272;723;A Autoridade Portuária apresenta planilha(s) com informações sobre quatro das opções listadas.;N3;0,693412326
3273;723;A Autoridade Portuária apresenta planilha(s) com informações sobre três das opções listadas.;N2;0,175350693
3274;723;A Autoridade Portuária apresenta planilha com informações sobre até duas das opções listadas.;N1;0
3276;724;Todas as empresas (100%) que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N5;2,722464478
3277;724;Entre 75% e 100% (75% = e < 100%) das empresas que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N4;1,443011665
3278;724;Entre 50% e 75% (50% = e < 75%) das empresas que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N3;0,498154085
3279;724;Entre 25% e 50% (25% = e < 50%) das empresas que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N2;0,125973625
3280;724;Menos de 25% das empresas que movimentam/armazenam carga (terminais arrendados e/ou operadores avulsos) possuem licença adequada ao seu status (LP/LI/LO) e vigente.;N1;0
3281;725;Todos (100%) os terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N5;1,516842941
3282;725;Entre 75% e 100% (75% = e < 100%) dos terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N4;0,803985534
3283;725;Entre 50% e 75% (50% = e < 75%) dos terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N3;0,277550548
3284;725;Entre 25% e 50% (25% = e < 50%) dos terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N2;0,070187216
3285;725;Menos de 25% dos terminais arrendados possuem PEI e apresentam capacidade operacional adequada ao atendimento às emergências envolvendo vazamentos de óleo.;N1;0
3286;726;Todos (100%) os terminais arrendados realizaram auditoria ambiental dentro do prazo dos dóis últimos anos.;N5;0,693282819
3287;726;Entre 75% e 100% (75% = e < 100%) dos terminais arrendados realizaram auditoria ambiental dentro do prazo dos dóis últimos anos.;N4;0,367466758
3288;726;Entre 50% e 75% (50% = e < 75%) dos terminais arrendados realizaram auditoria ambiental dentro do prazo dos dóis últimos anos.;N3;0,126856262
3289;726;Entre 25% e 50% (25% = e < 50%) dos terminais arrendados realizaram auditoria ambiental dentro do prazo dos dóis últimos anos.;N2;0,032079518
3290;726;Menos de 25% dos terminais arrendados realizaram auditoria ambiental dentro do prazo dos dóis últimos anos.;N1;0
3291;727;Todos (100%) os terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N5;1,020759603
3292;727;Entre 75% e 100% (75% = e < 100%) dos terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N4;0,541042143
3293;727;Entre 50% e 75% (50% = e < 75%) dos terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N3;0,186777668
3294;727;Entre 25% e 50% (25% = e < 50%) dos terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N2;0,047232494
3295;727;Menos de 25% dos terminais arrendados possuem seus respectivos planos de gerenciamento de resíduos sólidos.;N1;0
3296;728;Todas (100%) as empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações;N5;0,31872266
3297;728;Entre 75% e 100% (75% = e < 100%) das empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N4;0,16893536
3298;728;Entre 50% e 75% (50% = e < 75%) das empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N3;0,058319584
3299;728;Entre 25% e 50% (25% = e < 50%) das empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N2;0,014747905
3300;728;Menos de 25% das empresas (terminais arrendados e/ou operadores avulsos) possuem pelo menos duas certificações.;N1;0
3301;729;Todos (100%) os terminais arrendados desenvolvem programas de educação ambiental.;N5;0,654266288
3302;729;Entre 75% e 100% (75% = e < 100%) dos terminais arrendados desenvolvem programas de educação ambiental.;N4;0,346786485
3303;729;Entre 50% e 75% (50% = e < 75%) dos terminais arrendados desenvolvem programas de educação ambiental.;N3;0,119717053
3304;729;Entre 25% e 50% (25% = e < 50%) dos terminais arrendados desenvolvem programas de educação ambiental.;N2;0,030274149
3305;729;Menos de 25% dos terminais arrendados desenvolvem programas de educação ambiental.;N1;0
3306;730;Atende todas as opções listadas.;N3;4,956450125
3307;730;Atende duas das opções listadas;N2;1,306183429
3308;730;Atende uma das opções listadas.;N1;0
3310;731;Realizou quatro ou mais ações de promoção de saúde no último ano.;N5;2,478225063
3311;731;Realizou três ações de promoção de saúde no último ano.;N4;1,427866529
3312;731;Realizou duas ações de promoção de saúde no último ano.;N3;0,78428221
3313;731;Realizou uma ação de promoção de saúde no último ano.;N2;0,226973823
3314;731;Não realizou qualquer ação de promoção de saúde no último ano.;N1;0
3315;732;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água e possui o registro sistematizado das informações na forma de um banco de dados.;N5;2,463109649
3316;732;A instalação portuária executa um programa de monitoramento contínuo ou periódico da qualidade da água, mas não possui o banco de dados;N4;0,823647994
3317;732;A instalação portuária apenas promove estudos ou levantamentos esporádicos da qualidade da água para atender o licenciamento de obras específicas (dragagens, ampliações, novas estruturas).;N3;0,38227129
3318;732;Não faz monitoramento ou promove estudos, mas possui dados secundários gerados por terceiros sem qualquer vínculo com o porto.;N2;0,132375982
3319;732;A instalação portuária não conhece ou dispõe de qualquer informação sobre a qualidade da água.;N1;0
3320;733;Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende 100% da área da instalação portuária. O sistema de macro drenagem é composto por medidas compensatórias (medidas de remediação).;N5;0,404970051
3321;733;"Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende 100% da área da instalação portuária. O sistema de macro drenagem não é composto por medidas compensatórias (medidas de remediação).  ";N4;0,247696378
3322;733;Sim. Há um sistema de micro drenagem e um sistema de macro drenagem que atende parcialmente a área da instalação portuária. O sistema de macro drenagem é composto por medidas compensatórias (medidas de remediação).;N3;0,156624752
